candidateId,brand,category,rankInBrandCategory,productName,query,selectedDiscoverySource,selectedGoodsNo,selectedMatchScore,selectedSourceUrl,candidateDiscoveryCount,currentOliveYoungStatus,missingCoreFields
naver-59872761697,라카,cheek,5,선 실드 글로이 치크,라카 선 실드 글로이 치크 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000257081,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000257081,1,collected,"colorFamily,undertone"
naver-51398369386,라카,lip,9,팝핑 벌룬 틴트,라카 팝핑 벌룬 틴트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000212152,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000212152,1,collected,"colorFamily,undertone"
naver-60278851230,웨이크메이크,lip,6,웨이크메이크 볼드 립 블러 틴트 애프리시티 3호,웨이크메이크 볼드 립 블러 틴트 애프리시티 3호 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000258196,0.6,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000258196,1,collected,"colorFamily,undertone"
naver-54972530313,웨이크메이크,lip,8,웨이크메이크 워터 블러링 레이어 틴트 콜드하이 8호,웨이크메이크 워터 블러링 레이어 틴트 콜드하이 8호 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000223250,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223250,1,collected,"colorFamily,undertone"
naver-50894910866,컬러그램,lip,8,[꿀먹광 글로스]컬러그램 탕후루 탱글 꿀로스 3COLOR,컬러그램 탕후루 탱글 꿀로스 3COLOR 올리브영,purchase_url_goods_no,A000000198689,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000198689,1,collected,"colorFamily,undertone"
naver-58938409922,컬러그램,lip,7,[순삭커버/입술색 지우개]컬러그램 긱 누드 컬러 커버 틴트 5COLOR,컬러그램 긱 누드 컬러 커버 틴트 5COLOR 올리브영,purchase_url_goods_no,A000000245673,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000245673,1,collected,"shadeOptions,finish"
naver-50894739523,컬러그램,lip,9,컬러그램 탕후루 탱글 틴트 미니 듀오 3 COLOR,컬러그램 탕후루 탱글 틴트 미니 듀오 3 COLOR 올리브영,purchase_url_goods_no,A000000201779,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201779,1,collected,"colorFamily,undertone"
naver-53879502034,투쿨포스쿨,shadow,7,투쿨포스쿨 아이 글리츠,투쿨포스쿨 아이 글리츠 올리브영,purchase_url_goods_no,A000000213074,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213074,1,collected,"finish,texture"
naver-60208058322,3CE,shadow,9,[999팔레트] 3CE 멀티 아이 컬러 팔레트 더 텍스타일 8g 단품/기획,3CE 멀티 아이 컬러 팔레트 더 텍스타일 8g 단품/ 올리브영,purchase_url_goods_no,A000000255393,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255393,1,collected,finish
naver-60563309300,데이지크,lip,8,데이지크 쥬시 듀이 틴트 5009718,데이지크 쥬시 듀이 틴트 5009718 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000184327,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184327,1,collected,undertone
naver-60656591370,라카,lip,5,[1분픽싱] 라카 퍼펙트 트윈 립 4.7g+4.2g 10 colors,라카 퍼펙트 트윈 립 4.7g+4.2g 10 colors 올리브영,purchase_url_goods_no,A000000255256,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255256,1,collected,finish
naver-56149298490,라카,shadow,1,[NEW컬러출시] 라카 모노 아이섀도우,라카 모노 아이섀도우 올리브영,purchase_url_goods_no,A000000183472,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000183472,1,collected,finish
naver-57918549046,롬앤,lip,2,롬앤 글래스팅 워터 틴트 | 올리브영,롬앤 글래스팅 워터 틴트 | 올리브영 올리브영,purchase_url_goods_no,A000000136343,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000136343,1,collected,finish
naver-57395588830,롬앤,shadow,1,롬앤 슬라이드 인 싱글 | 올리브영,롬앤 슬라이드 인 싱글 | 올리브영 올리브영,purchase_url_goods_no,A000000212611,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000212611,1,collected,finish
naver-53880762390,롬앤,cheek,5,쥬시 알 치크,롬앤 쥬시 알 치크 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000219047,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219047,1,collected,finish
naver-48384394360,컬러그램,shadow,6,[5초눈확장/중안부축소]컬러그램 올인원 애교살 메이커 10COLOR,컬러그램 올인원 애교살 메이커 10COLOR 올리브영,purchase_url_goods_no,A000000159062,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000159062,1,collected,finish
naver-58490392653,컬러그램,shadow,3,[SNS화제템]컬러그램 틴토리 아이 팔레트 1COLOR,컬러그램 틴토리 아이 팔레트 1COLOR 올리브영,purchase_url_goods_no,A000000201881,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201881,1,collected,finish
naver-55079002640,컬러그램,lip,6,[기존 용기]컬러그램 긱 누드 컬러 커버 틴트,컬러그램 긱 누드 컬러 커버 틴트 올리브영,purchase_url_goods_no,A000000223676,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223676,1,collected,finish
naver-60319654918,컬러그램,shadow,4,[기존용기]컬러그램 눈토리얼 아이 팔레트 3COLOR,컬러그램 눈토리얼 아이 팔레트 3COLOR 올리브영,purchase_url_goods_no,A000000181415,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000181415,1,collected,finish
naver-53124255709,컬러그램,shadow,1,[싱글섀도우]컬러그램 싱글 큐브 섀도우 23COLOR,컬러그램 싱글 큐브 섀도우 23COLOR 올리브영,purchase_url_goods_no,A000000216667,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000216667,1,collected,finish
naver-56950179922,컬러그램,shadow,2,[위글위글 콜라보/리뉴얼] 컬러그램 눈토리얼 아이 팔레트 5COLOR,컬러그램 눈토리얼 아이 팔레트 5COLOR 올리브영,purchase_url_goods_no,A000000234373,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000234373,1,collected,finish
naver-58490394145,컬러그램,lip,2,[컬러립밤]컬러그램 틴토리 잼 6COLOR,컬러그램 틴토리 잼 6COLOR 올리브영,purchase_url_goods_no,A000000201777,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201777,1,collected,finish
naver-56422599825,클리오,shadow,5,클리오 소프트 블렌딩 섀도우 스틱,클리오 소프트 블렌딩 섀도우 스틱 올리브영,purchase_url_goods_no,A000000225194,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225194,1,collected,finish
naver-59379625987,투쿨포스쿨,lip,4,투쿨포스쿨 베일 스킨 틴트 (기획/단품),투쿨포스쿨 베일 스킨 틴트 ( /단품) 올리브영,purchase_url_goods_no,A000000250664,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250664,1,collected,finish
naver-55020007813,투쿨포스쿨,shadow,9,투쿨포스쿨 프로타주 팔레트,투쿨포스쿨 프로타주 팔레트 올리브영,purchase_url_goods_no,A000000205478,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000205478,1,collected,finish
naver-46865944535,페리페라,shadow,1,[NEW COLOR] 페리페라 잉크 포켓 섀도우 팔레트,페리페라 잉크 포켓 섀도우 팔레트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000124399,0.8,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000124399,1,collected,finish
naver-52921038936,페리페라,cheek,9,[NEW COLOR]페리페라 시럽피 톡 치크,페리페라 시럽피 톡 치크 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000217779,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000217779,1,collected,finish
naver-46866531403,페리페라,shadow,5,[NEW COLOR]페리페라 올테이크 무드 팔레트,페리페라 올테이크 무드 팔레트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000183970,0.75,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000183970,2,collected,finish
naver-59047228208,페리페라,shadow,3,[애교살 스틱 증정기획] 페리페라 잉크 포켓 섀도우 팔레트 (단품/기획) | 올리브영,페리페라 페리페라 잉크 포켓 섀도우 팔레트 (단품/ ) | 올리브영 올리브영,purchase_url_goods_no,A000000124399,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000124399,1,collected,finish
naver-39672573967,페리페라,shadow,9,페리페라 올테이크 무드 라이크 팔레트,페리페라 올테이크 무드 라이크 팔레트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000183970,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000183970,1,collected,finish
naver-40036716458,페리페라,shadow,4,페리페라 올테이크 무드 라이크팔레트,페리페라 올테이크 무드 라이크팔레트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000183970,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000183970,2,collected,finish
naver-56929117727,페리페라,shadow,6,페리페라 올테이크 무드 팔레트 (+브러쉬 라이너 정품 증정) | 올리브영,페리페라 올테이크 무드 팔레트 | 올리브영 올리브영,purchase_url_goods_no,A000000204450,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000204450,1,collected,finish
naver-60640697454,하트퍼센트,cheek,7,NEW 하트퍼센트 도트 온 무드 커스텀 립앤치크 9.4g 2종 4065103,하트퍼센트 NEW 하트퍼센트 도트 온 무드 커스텀 립앤치크 9.4g 2종 4065103 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000213083,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213083,1,collected,finish
naver-60470066288,하트퍼센트,cheek,1,[NEW] 하트퍼센트 도트 온 무드 커스텀 립앤치크 9.4g 2종,하트퍼센트 도트 온 무드 커스텀 립앤치크 9.4g 2종 올리브영,purchase_url_goods_no,A000000213083,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213083,1,collected,finish
naver-51761037424,하트퍼센트,cheek,4,[하트퍼센트] 도트 온 무드 커스텀 립앤치크,하트퍼센트 도트 온 무드 커스텀 립앤치크 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000213083,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213083,1,collected,finish
naver-51600439140,하트퍼센트,cheek,3,도트 온 무드 커스텀 립앤치크,하트퍼센트 도트 온 무드 커스텀 립앤치크 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000213083,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213083,1,collected,finish
naver-55893784647,3CE,shadow,4,3CE 컬러 그리드 아이섀도우 단품/기획,3CE 컬러 그리드 아이섀도우 단품/ 올리브영,purchase_url_goods_no,A000000230225,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000230225,1,collected,
naver-51881768485,3CE,lip,2,[로즈코어/혈색생기] 3CE 블러 워터 틴트 4.6g 22종 단품/기획,3CE 블러 워터 틴트 4.6g 22종 단품/ 올리브영,purchase_url_goods_no,A000000148591,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000148591,1,collected,
naver-56414744410,3CE,cheek,3,[햇살광블러셔/브러쉬증정기획] 3CE 바운시 블러 밤 단품/기획,3CE 3CE 바운시 블러 밤 단품/ 올리브영,purchase_url_goods_no,A000000230953,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000230953,1,collected,
naver-52379892018,VDL,cheek,7,VDL 치크스테인 블러셔 6g,VDL 치크스테인 블러셔 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000184299,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184299,1,collected,
naver-59503960155,VDL,cheek,1,[NEW제형출시] VDL 치크스테인 블러셔 밤 5.5g,VDL 치크스테인 블러셔 밤 올리브영,purchase_url_goods_no,A000000250255,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250255,1,collected,
naver-31770117574,VDL,cheek,4,[VDL] VDL 치크스테인 블러셔,VDL 치크스테인 블러셔 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000250255,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250255,2,collected,
naver-49163442131,VDL,cheek,6,[VDL] 치크스테인 블러셔,VDL 치크스테인 블러셔 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000250255,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250255,2,collected,
naver-60208579519,VDL,cheek,3,[품절대란템 귀환/퍼프2개증정] VDL 치크스테인 블러셔/블러셔 듀오 6g,VDL VDL 치크스테인 블러셔/블러셔 듀오 올리브영,purchase_url_goods_no,A000000184299,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184299,1,collected,
naver-56891458078,네이밍,lip,4,[네이밍] 오버 듀 글로시 립 틴트,네이밍 오버 듀 글로시 립 틴트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000235351,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000235351,1,collected,
naver-28355832959,네이밍,cheek,2,[네이밍] 플러피 파우더 블러쉬,네이밍 플러피 파우더 블러쉬 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000171371,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171371,1,collected,
naver-57407579505,네이밍,cheek,1,[품절대란/단종템부활] 네이밍 플러피 파우더 블러쉬,네이밍 플러피 파우더 블러쉬 올리브영,purchase_url_goods_no,A000000171371,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171371,1,collected,
naver-59980020124,네이밍,lip,8,네이밍 오버 듀 글로시 립 틴트 4656911,네이밍 오버 듀 글로시 립 틴트 4656911 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000235351,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000235351,1,collected,
naver-33681517414,데이지크,lip,1,[데이지크] 쥬시 듀이 틴트,데이지크 쥬시 듀이 틴트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000184327,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184327,1,collected,
naver-59075048820,데이지크,lip,2,[미니 틴트 증정] 데이지크 쥬시 듀이 틴트 28 colors (단품/기획),데이지크 데이지크 쥬시 듀이 틴트 28 colors (단품/ ) 올리브영,purchase_url_goods_no,A000000184327,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184327,1,collected,
naver-59419347911,데이지크,lip,7,데이지크 쥬시 듀이 틴트,데이지크 쥬시 듀이 틴트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000184327,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184327,1,collected,
naver-51722822691,라카,lip,3,[미니틴트본품증정] 라카 프루티 글램 틴트 4.5g (단품/기획),라카 라카 프루티 글램 틴트 4.5g (단품/ ) 올리브영,purchase_url_goods_no,A000000164559,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000164559,1,collected,
naver-31533036451,라카,lip,7,프루티 글램 틴트,라카 프루티 글램 틴트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000164559,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000164559,1,collected,
naver-53734377604,라카,lip,6,프루티 글램 틴트 미니,라카 프루티 글램 틴트 미니 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000164559,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000164559,1,collected,
naver-56318640108,롬앤,cheek,1,[NEW] 롬앤 쥬시 알 치크 단품/기획 | 올리브영,롬앤 쥬시 알 치크 단품/ | 올리브영 올리브영,purchase_url_goods_no,A000000219047,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219047,1,collected,
naver-50908685874,롬앤,lip,5,[롬앤] 배어 물 틴트,롬앤 배어 물 틴트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000210451,0.5,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000210451,1,collected,
naver-57918547816,롬앤,lip,3,롬앤 듀이풀 워터 틴트 | 올리브영,롬앤 듀이풀 워터 틴트 | 올리브영 올리브영,purchase_url_goods_no,A000000158893,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000158893,1,collected,
naver-55025631188,롬앤,lip,1,롬앤 컬러 립 매트,롬앤 컬러 립 매트 올리브영,purchase_url_goods_no,A000000219477,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219477,1,collected,
naver-58115914508,에뛰드,shadow,1,에뛰드 뽀용 아이 메이커 4 Colors,에뛰드 뽀용 아이 메이커 4 Colors 올리브영,purchase_url_goods_no,A000000228774,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000228774,1,collected,
naver-55027228004,에뛰드,cheek,1,에뛰드 하트 팝 블러셔,에뛰드 하트 팝 블러셔 올리브영,purchase_url_goods_no,A000000181634,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000181634,1,collected,
naver-60463657064,에스쁘아,cheek,7,2가지 텍스처/멀티블러셔 에스쁘아 톤페어링 치크 9.6g 2호 피치피즈,에스쁘아 2가지 텍스처/멀티블러셔 에스쁘아 톤페어링 치크 9.6g 2호 피치피즈 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000205573,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000205573,1,collected,
naver-55287186644,에스쁘아,lip,1,[세레나데/블러틴트] 에스쁘아 꾸뛰르 립틴트 피팅 블러 4g 12colors,에스쁘아 꾸뛰르 립틴트 피팅 블러 4g 12colors 올리브영,purchase_url_goods_no,A000000222885,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222885,1,collected,
naver-58685170677,에스쁘아,lip,5,[에스쁘아] 꾸뛰르 립 틴트 피팅블러 QWL611124529,에스쁘아 꾸뛰르 립 틴트 피팅블러 QWL611124529 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000222885,0.5,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222885,1,collected,
naver-60361668457,에스쁘아,lip,3,[에스쁘아] 꾸뛰르 립틴트 피팅블러,에스쁘아 꾸뛰르 립틴트 피팅블러 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000222885,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222885,1,collected,
naver-59488770435,에스쁘아,cheek,1,[에스쁘아] 블러 웨어 블러쉬,에스쁘아 블러 웨어 블러쉬 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000247247,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000247247,1,collected,
naver-59488431493,에스쁘아,cheek,10,[에스쁘아] 블러 웨어 블러쉬,에스쁘아 블러 웨어 블러쉬 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000247247,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000247247,1,collected,
naver-50562556242,에스쁘아,shadow,1,[에스쁘아] 아이 코어 팔레트,에스쁘아 아이 코어 팔레트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000209174,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209174,1,collected,
naver-59028234373,에스쁘아,shadow,7,[에스쁘아] 아이 코어 팔레트,에스쁘아 아이 코어 팔레트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000209174,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209174,1,collected,
naver-50561887123,에스쁘아,shadow,8,[에스쁘아] 아이 코어 팔레트,에스쁘아 아이 코어 팔레트 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000209174,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209174,1,collected,
naver-53919559473,에스쁘아,lip,6,[에스쁘아] 에스쁘아 꾸뛰르 립틴트 피팅블러,에스쁘아 꾸뛰르 립틴트 피팅블러 올리브영,naver_offer_metadata_matchedPositiveOffers,A000000222885,0.67,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222885,1,collected,
naver-57395597468,에스쁘아,shadow,2,[오트라떼/재출시] 에스쁘아 아이 코어 팔레트 8 colors,에스쁘아 아이 코어 팔레트 8 colors 올리브영,purchase_url_goods_no,A000000209174,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209174,1,collected,
naver-58963443095,에스쁘아,cheek,2,[톤온톤 블러 틴트 증정 기획] 에스쁘아 블러 웨어 블러쉬 6g 6colors,에스쁘아 에스쁘아 블러 웨어 블러쉬 6g 6colors 올리브영,purchase_url_goods_no,A000000247247,1.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000247247,1,collected,
